[2022-06-08 17:01:50,065] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-10 16:09:19,251] Personal Details 03 - Step 09: Enter new value to 'First Name' textbox with values is John978
[2022-06-10 16:09:19,306] Personal Details 03 - Step 10: Enter new value to 'Last Name' textbox with value is Wick
[2022-06-10 16:09:19,374] Personal Details 03 - Step 11: Select new value to 'Gender' radio button with value is Male
[2022-06-10 16:09:19,628] Personal Details 03 - Step 12: Select new value to 'Marital Status' dropdown with value is Married
[2022-06-10 16:09:19,937] Personal Details 03 - Step 13: Select new value to 'Nationality' dropdown with value is Vietnamese
[2022-06-10 16:09:20,234] Personal Details 03 - Step 14: Click to 'Save' button at 'Personal Details' form
[2022-06-10 16:09:23,317] Personal Details 03 - Step 15: Verify Success Message is displayed
[2022-06-10 16:09:23,317] Personal Details 03 - Step 16: Verify 'First Name' textbox is updated successfully
[2022-06-10 16:09:23,357]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:23,357] Personal Details 03 - Step 17: Verify 'Last Name' textbox is updated successfully
[2022-06-10 16:09:23,388]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:23,388] Personal Details 03 - Step 18: Verify 'Gender' radio button is updated successfully
[2022-06-10 16:09:23,409]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:23,409] Personal Details 03 - Step 19: Verify 'Marital Status' dropdown is updated successfully
[2022-06-10 16:09:23,482]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:23,482] Personal Details 03 - Step 20: Verify 'Nationality' dropdown is updated successfully
[2022-06-10 16:09:24,029]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:24,029] Personal Details 03 - Step 21: Verify 'Employee ID' textbox value is correct
[2022-06-10 16:09:24,057]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:24,063] Contact Details 04 - Step 01: Open 'Contact Details' tab at Side bar
[2022-06-10 16:09:25,929] Contact Details 04 - Step 02: Verify all fields at 'Contact Details' form are disabled
[2022-06-10 16:09:25,976]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,000]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,026]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,053]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,076]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,102]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,124]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,148]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,173]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,199]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,224]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:26,224] Contact Details 04 - Step 03: Click to 'Edit' button at 'Contact Details' form
[2022-06-10 16:09:26,512] Contact Details 04 - Step 04: Enter to 'Address Street 1' textbox with value is 235 Ly Thuong Kiet
[2022-06-10 16:09:26,589] Contact Details 04 - Step 05: Enter to 'Address Street 2' textbox with value is 56 Hoang Dieu
[2022-06-10 16:09:26,639] Contact Details 04 - Step 06: Enter to 'City' textbox with value is Ho Chi Minh City
[2022-06-10 16:09:26,696] Contact Details 04 - Step 07: Enter to 'State/Province' textbox with value is Thu Duc City
[2022-06-10 16:09:26,749] Contact Details 04 - Step 08: Enter to 'Zip/Postal Code' textbox with value is 550000
[2022-06-10 16:09:26,794] Contact Details 04 - Step 09: Select item in 'State/Province' dropdown with value is Viet Nam
[2022-06-10 16:09:27,056] Contact Details 04 - Step 10: Enter to 'Mobile' textbox with value is 0123456789
[2022-06-10 16:09:27,136] Contact Details 04 - Step 11: Enter to 'Work Email' textbox with value is autofc997@gmail.com
[2022-06-10 16:09:27,184] Contact Details 04 - Step 12: Click to 'Save' button at 'Contact Details' form
[2022-06-10 16:09:29,651] Contact Details 04 - Step 13: Verify Success Message is displayed
[2022-06-10 16:09:29,651] Contact Details 04 - Step 14: Verify 'Address Street 1' texbox is updated successfully
[2022-06-10 16:09:29,727]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:29,728] Contact Details 04 - Step 15: Verify 'Address Street 2' texbox is updated successfully
[2022-06-10 16:09:29,790]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:29,790] Contact Details 04 - Step 16: Verify 'City' texbox is updated successfully
[2022-06-10 16:09:29,833]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:29,833] Contact Details 04 - Step 17: Verify 'State/Province' texbox is updated successfully
[2022-06-10 16:09:29,871]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:29,871] Contact Details 04 - Step 18: Verify 'Zip/Postal Code' texbox is updated successfully
[2022-06-10 16:09:29,902]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:29,902] Contact Details 04 - Step 19: Verify 'Country' dropdown is updated successfully
[2022-06-10 16:09:30,551]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:30,552] Contact Details 04 - Step 20: Verify 'Mobile' textbox is updated successfully
[2022-06-10 16:09:30,583]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:30,583] Contact Details 04 - Step 21: Verify 'Work Email' textbox is updated successfully
[2022-06-10 16:09:30,616]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:30,625] Emergency Contacts 05 - Step 01: Open 'Emergency Contacts' tab at Side bar
[2022-06-10 16:09:32,035] Emergency Contacts 05 - Step 02: Click to 'Add' button at 'Emergency Contacts' form
[2022-06-10 16:09:32,326] Emergency Contacts 05 - Step 03: Enter to 'Name' textbox with value is Johny Dang
[2022-06-10 16:09:32,389] Emergency Contacts 05 - Step 04: Enter to 'Relationship' textbox with value is Brother
[2022-06-10 16:09:32,434] Emergency Contacts 05 - Step 05: Enter to 'Home Telephone' textbox with value is 0987654321
[2022-06-10 16:09:32,479] Emergency Contacts 05 - Step 06: Enter to 'Mobile' textbox with value is 0192837465
[2022-06-10 16:09:32,535] Emergency Contacts 05 - Step 07: Enter to 'Work Telephone' textbox with value is 0987612345
[2022-06-10 16:09:32,587] Emergency Contacts 05 - Step 08: Click to 'Save' button at 'Emergency Contacts' form
[2022-06-10 16:09:34,761] Emergency Contacts 05 - Step 09: Verify Success Message is displayed
[2022-06-10 16:09:34,761] Emergency Contacts 05 - Step 10: Verify 'Name' value is updated successfully in data table
[2022-06-10 16:09:34,816]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:34,816] Emergency Contacts 05 - Step 11: Verify 'Relationship' value is updated successfully in data table
[2022-06-10 16:09:34,876]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:34,876] Emergency Contacts 05 - Step 12: Verify 'Home Telephone' value is updated successfully in data table
[2022-06-10 16:09:34,979]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:34,979] Emergency Contacts 05 - Step 13: Verify 'Mobile' value is updated successfully in data table
[2022-06-10 16:09:35,074]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:35,074] Emergency Contacts 05 - Step 14: Verify 'Work Telephone' value is updated successfully in data table
[2022-06-10 16:09:35,180]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:35,184] Dependents 06 - Step 01: Open 'Dependents' tab at Side bar
[2022-06-10 16:09:37,035] Dependents 06 - Step 02: Click to 'Add' button at 'Dependent' form
[2022-06-10 16:09:37,305] Dependents 06 - Step 03: Enter to 'Name' textbox with value is Wanda Maximoff
[2022-06-10 16:09:37,405] Dependents 06 - Step 04: Select item in 'Relationship' dropdown with value is Child
[2022-06-10 16:09:37,664] Dependents 06 - Step 05: Enter to 'Date of Birth' datepicker with value is 1975-04-30
[2022-06-10 16:09:37,834] Dependents 06 - Step 06: Click to 'Save' button at 'Dependent' form
[2022-06-10 16:09:41,102] Dependents 06 - Step 07: Verify Success Message is displayed
[2022-06-10 16:09:41,103] Dependents 06 - Step 08: Verify 'Name' value is updated successfully in data table
[2022-06-10 16:09:41,195]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:41,195] Dependents 06 - Step 09: Verify 'Relationship' value is updated successfully in data table
[2022-06-10 16:09:41,261]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:41,261] Dependents 06 - Step 10: Verify 'Date of Birth' value is updated successfully in data table
[2022-06-10 16:09:41,337]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:41,342] Job 07 - Step 01: Login with Admin role
[2022-06-10 16:09:45,517] Job 07 - Step 02: Open 'Employee List' page
[2022-06-10 16:09:48,407] Job 07 - Step 03: Enter to 'Employee Name' textbox with value is: John978 Wick
[2022-06-10 16:09:51,503] Job 07 - Step 04: Click to 'Search' button
[2022-06-10 16:09:57,922] Job 07 - Step 05: Verify Employee Information displayed at 'Result Table'
[2022-06-10 16:09:58,017]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:58,084]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:58,157]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:09:58,157] Job 07 - Step 06: Click to 'ID' Link in data table
[2022-06-10 16:10:00,176] Job 07 - Step 07: Open 'Job' tab at Side bar
[2022-06-10 16:10:01,581] Job 07 - Step 08: Verify all fields at 'Job' form are disabled
[2022-06-10 16:10:01,625]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:01,653]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:01,676]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:01,697]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:01,718]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:01,743]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:01,768]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:01,790]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:01,790] Job 07 - Step 09: Click to 'Edit' button at 'Job' form
[2022-06-10 16:10:02,081] Job 07 - Step 10: Select item in 'Job Title' dropdown with value is Software Architect
[2022-06-10 16:10:02,370] Job 07 - Step 11: Select item in 'Employment Status' dropdown with value is Full-Time Contract
[2022-06-10 16:10:02,666] Job 07 - Step 12: Enter to 'Joined Date' textbox with value is 2022-01-01
[2022-06-10 16:10:02,793] Job 07 - Step 13: Select item in 'Job Category' dropdown with value is Professionals
[2022-06-10 16:10:03,068] Job 07 - Step 14: Select item in 'Sub Unit' dropdown with value is   Quality Assurance
[2022-06-10 16:10:33,410] Job 07 - Step 15: Select item in 'Location' dropdown with value is Texas R&D
[2022-06-10 16:10:33,717] Job 07 - Step 16: Enter to 'Start Date' textbox with value is 2022-01-01
[2022-06-10 16:10:33,838] Job 07 - Step 17: Enter to 'End Date' textbox with value is 2030-01-01
[2022-06-10 16:10:33,939] Job 07 - Step 18: Upload a file to 'Contract Details' textbox with file name is cat.jpg
[2022-06-10 16:10:33,955] Job 07 - Step 19: Click to 'Save' button at 'Job' form
[2022-06-10 16:10:37,736] Job 07 - Step 21: Verify Success Message is displayed
[2022-06-10 16:10:37,737] Job 07 - Step 22: Verify 'Job Title' dropdown is updated successfully
[2022-06-10 16:10:37,838]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:37,838] Job 07 - Step 23: Verify 'Employee Status' dropdown is updated successfully
[2022-06-10 16:10:37,883]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:37,883] Job 07 - Step 24: Verify 'Job Category' dropdown is updated successfully
[2022-06-10 16:10:37,932]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:37,933] Job 07 - Step 25: Verify 'Joined Date' datepicker is updated successfully
[2022-06-10 16:10:37,962]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:37,962] Job 07 - Step 26: Verify 'Sub Unit' dropdown is updated successfully
[2022-06-10 16:10:38,013]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:38,013] Job 07 - Step 27: Verify 'Location' dropdown is updated successfully
[2022-06-10 16:10:38,076]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:38,076] Job 07 - Step 28: Verify 'Start Date' datepicker is updated successfully
[2022-06-10 16:10:38,111]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:38,111] Job 07 - Step 29: Verify 'End Date' datepicker is updated successfully
[2022-06-10 16:10:38,146]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:38,151] Salary 08 - Step 01: Open 'Salary' tab at Side bar
[2022-06-10 16:10:39,887] Salary 08 - Step 02: Click to 'Add' button at 'Salary' form
[2022-06-10 16:10:40,700] Salary 08 - Step 03: Select item in 'Pay Grade' dropdown with value is Grade 2
[2022-06-10 16:10:40,993] Salary 08 - Step 04: Enter to 'Salary Component' textbox with value is ABCXYZ
[2022-06-10 16:10:41,076] Salary 08 - Step 05: Select item in 'Pay Frequency' dropdown with value is Monthly on first pay of month.
[2022-06-10 16:10:41,334] Salary 08 - Step 06: Select item in 'Currency' dropdown with value is United States Dollar
[2022-06-10 16:10:41,647] Salary 08 - Step 07: Enter to 'Amount' textbox with value is 45000
[2022-06-10 16:10:41,712] Salary 08 - Step 08: Check to 'Add Direct Deposit Details' checkbox
[2022-06-10 16:10:41,976] Salary 08 - Step 09: Enter to 'Account Number' textbox with value is 0123456789
[2022-06-10 16:10:42,066] Salary 08 - Step 10: Select item in 'Account Type' dropdown with value is Savings
[2022-06-10 16:10:42,333] Salary 08 - Step 11: Enter to 'Routing Number' textbox with value is 987654321
[2022-06-10 16:10:42,414] Salary 08 - Step 12: Enter to 'Amount' textbox with value is 20000000
[2022-06-10 16:10:42,464] Salary 08 - Step 13: Click to 'Save' button at 'Salary' form
[2022-06-10 16:10:44,416] Salary 08 - Step 14: Verify Success Message is displayed
[2022-06-10 16:10:44,416] Salary 08 - Step 15: Verify 'Salary Component' value is updated successfully in data table
[2022-06-10 16:10:44,473]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:44,473] Salary 08 - Step 16: Verify 'Pay Frequency' value is updated successfully in data table
[2022-06-10 16:10:44,539]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:44,539] Salary 08 - Step 17: Verify 'Currency' value is updated successfully in data table
[2022-06-10 16:10:44,630]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:44,630] Salary 08 - Step 18: Verify 'Amount' value is updated successfully in data table
[2022-06-10 16:10:44,734]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:44,735] Salary 08 - Step 18: Click to 'Show Direct Deposit Details' checkbox in data table
[2022-06-10 16:10:45,094] Salary 08 - Step 19: Verify 'Account Number', 'Account Type', 'Routing Number', 'Amount' value is updated successfully in data table
[2022-06-10 16:10:45,138]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:45,144] Tax 09 - Step 01: Open 'Tax Exemptions' tab at Side bar
[2022-06-10 16:10:46,651] Tax 09 - Step 02: Verify all fields at 'Tax' form are disabled
[2022-06-10 16:10:46,777]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:46,810]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:46,836]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:46,860]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:46,879]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:46,903]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:46,924]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:46,924] Tax 09 - Step 03: Click to 'Edit' button at 'Tax' form
[2022-06-10 16:10:47,191] Tax 09 - Step 04: Select item in 'Federal Income Tax - Status' dropdown with values is Married
[2022-06-10 16:10:47,467] Tax 09 - Step 05: Enter to 'Federal Income Tax - Exemptions' textbox with values is 12
[2022-06-10 16:10:47,601] Tax 09 - Step 06: Select item in 'State Income Tax - State' dropdown with values is Ohio
[2022-06-10 16:10:47,890] Tax 09 - Step 07: Select item in 'State Income Tax - Status' dropdown with values is Non Resident Alien
[2022-06-10 16:10:48,213] Tax 09 - Step 08: Enter to 'State Income Tax - Exemptions' textbox with values is 34
[2022-06-10 16:10:48,271] Tax 09 - Step 09: Select item in 'State Income Tax - Unemployment State' dropdown with values is Florida
[2022-06-10 16:10:48,525] Tax 09 - Step 10: Select item in 'State Income Tax - Work State' dropdown with values is Washington
[2022-06-10 16:10:48,822] Tax 09 - Step 11: Click to 'Save' button at 'Tax' form
[2022-06-10 16:10:50,697] Tax 09 - Step 12: Verify Success Message is displayed
[2022-06-10 16:10:50,697] Tax 09 - Step 13: Verify 'Federal Income Tax - Status' value is updated successfully
[2022-06-10 16:10:50,759]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:50,759] Tax 09 - Step 14: Verify 'Federal Income Tax - Exemptions' value is updated successfully
[2022-06-10 16:10:50,788]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:50,788] Tax 09 - Step 15: Verify 'State Income Tax - State' value is updated successfully
[2022-06-10 16:10:50,944]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:50,944] Tax 09 - Step 16: Verify 'State Income Tax - Status' value is updated successfully
[2022-06-10 16:10:50,991]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:50,992] Tax 09 - Step 17: Verify 'State Income Tax - Exemptions' value is updated successfully
[2022-06-10 16:10:51,018]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:51,018] Tax 09 - Step 18: Verify 'State Income Tax - Unemployment State' value is updated successfully
[2022-06-10 16:10:51,094]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:51,094] Tax 09 - Step 19: Verify 'State Income Tax - Work State' value is updated successfully
[2022-06-10 16:10:51,252]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:51,257] Qualifications 10 - Step 01: Open 'Qualifications' tab at Side bar
[2022-06-10 16:10:53,007] Qualifications 10 - Step 02: Click to 'Add' button at 'Work Experience' form
[2022-06-10 16:10:53,333] Qualifications 10 - Step 03: Enter to 'Company' textbox with value is Automation Company
[2022-06-10 16:10:53,422] Qualifications 10 - Step 04: Enter to 'Job Title' textbox with value is QC Engineer
[2022-06-10 16:10:53,489] Qualifications 10 - Step 05: Enter to 'From' datepicker with value is 2018-01-01
[2022-06-10 16:10:53,625] Qualifications 10 - Step 06: Enter to 'To' datepicker with value is 2022-12-31
[2022-06-10 16:10:53,738] Qualifications 10 - Step 07: Click to 'Save' button at 'Work Experience' form
[2022-06-10 16:10:56,128] Qualifications 10 - Step 08: Verify Success Message is displayed
[2022-06-10 16:10:56,128] Qualifications 10 - Step 09: Verify 'Company' value is updated successfully in 'Work Expericence' data table
[2022-06-10 16:10:56,190]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:56,190] Qualifications 10 - Step 10: Verify 'Job Title' value is updated successfully in 'Work Expericence' data table
[2022-06-10 16:10:56,257]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:56,257] Qualifications 10 - Step 11: Verify 'From' value is updated successfully in 'Work Expericence' data table
[2022-06-10 16:10:56,343]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:56,343] Qualifications 10 - Step 12: Verify 'To' value is updated successfully in 'Work Expericence' data table
[2022-06-10 16:10:56,455]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:56,455] Qualifications 10 - Step 13: Click to 'Add' button at 'Education' form
[2022-06-10 16:10:56,747] Qualifications 10 - Step 14: Select item in 'Level' dropdown with value is Master's Degree
[2022-06-10 16:10:57,023] Qualifications 10 - Step 15: Enter to 'Institute' textbox with value is Banking Institute
[2022-06-10 16:10:57,116] Qualifications 10 - Step 16: Enter to 'Major/Specialization' textbox with value is Management Information System
[2022-06-10 16:10:57,180] Qualifications 10 - Step 17: Enter to 'Year' textbox with value is 4
[2022-06-10 16:10:57,214] Qualifications 10 - Step 18: Enter to 'GPA/Score' textbox with value is 9.75
[2022-06-10 16:10:57,261] Qualifications 10 - Step 19: Enter to 'Start Date' datepicker with value is 2014-01-01
[2022-06-10 16:10:57,358] Qualifications 10 - Step 20: Enter to 'End Date' datepicker with value is 2017-12-31
[2022-06-10 16:10:57,445] Qualifications 10 - Step 21: Click to 'Save' button at 'Education' form
[2022-06-10 16:10:59,493] Qualifications 10 - Step 22: Verify Success Message is displayed
[2022-06-10 16:10:59,493] Qualifications 10 - Step 23: Verify 'Level' value is updated successfully in 'Education' data table
[2022-06-10 16:10:59,552]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:59,552] Qualifications 10 - Step 24: Verify 'Year' value is updated successfully in 'Education' data table
[2022-06-10 16:10:59,614]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:59,614] Qualifications 10 - Step 25: Verify 'GPA/Score' value is updated successfully in 'Education' data table
[2022-06-10 16:10:59,693]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:10:59,693] Qualifications 10 - Step 26: Click to 'Add' button at 'Skills' form
[2022-06-10 16:10:59,963] Qualifications 10 - Step 27: Select item in 'Skill' dropdown with value is Java
[2022-06-10 16:11:00,236] Qualifications 10 - Step 28: Enter to 'Year of Experience' textbox with value is 3
[2022-06-10 16:11:00,302] Qualifications 10 - Step 29: Click to 'Save' button at 'Skills' form
[2022-06-10 16:11:02,755] Qualifications 10 - Step 30: Verify Success Message is displayed
[2022-06-10 16:11:02,755] Qualifications 10 - Step 31: Verify 'Skill' value is updated successfully in 'Skills' data table
[2022-06-10 16:11:02,837]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:02,837] Qualifications 10 - Step 32: Verify 'Years of Experience' value is updated successfully in 'Skills' data table
[2022-06-10 16:11:02,908]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:02,908] Qualifications 10 - Step 33: Click to 'Add' button at 'Languages' form
[2022-06-10 16:11:03,179] Qualifications 10 - Step 34: Select item in 'Language' dropdown with value is Russian
[2022-06-10 16:11:03,469] Qualifications 10 - Step 35: Select item in 'Fluency' dropdown with value is Speaking
[2022-06-10 16:11:03,780] Qualifications 10 - Step 36: Select item in 'Competency' dropdown with value is Good
[2022-06-10 16:11:04,088] Qualifications 10 - Step 37: Click to 'Save' button at 'Languages' form
[2022-06-10 16:11:06,175] Qualifications 10 - Step 38: Verify Success Message is displayed
[2022-06-10 16:11:06,175] Qualifications 10 - Step 39: Verify 'Language' value is updated successfully in 'Languages' data table
[2022-06-10 16:11:06,239]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:06,239] Qualifications 10 - Step 40: Verify 'Fluency' value is updated successfully in 'Languages' data table
[2022-06-10 16:11:06,298]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:06,299] Qualifications 10 - Step 41: Verify 'Competency' value is updated successfully in 'Languages' data table
[2022-06-10 16:11:06,373]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:06,373] Qualifications 10 - Step 42: Click to 'Add' button at 'License' form
[2022-06-10 16:11:06,653] Qualifications 10 - Step 43: Select item in 'License Type' dropdown with value is Cisco Certified Network Professional (CCNP)
[2022-06-10 16:11:06,930] Qualifications 10 - Step 44: Enter to 'License Number' textbox with value is 123456789
[2022-06-10 16:11:07,012] Qualifications 10 - Step 45: Enter to 'Issued Date' datepicker with value is 2021-04-14
[2022-06-10 16:11:07,143] Qualifications 10 - Step 46: Enter to 'Expiry Date' datepicker with value is 2025-12-31
[2022-06-10 16:11:07,252] Qualifications 10 - Step 47: Click to 'Save' button at 'License' form
[2022-06-10 16:11:09,692] Qualifications 10 - Step 48: Verify Success Message is displayed
[2022-06-10 16:11:09,693] Qualifications 10 - Step 49: Verify 'License Type' value is updated successfully in 'License' data table
[2022-06-10 16:11:09,774]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:09,774] Qualifications 10 - Step 50: Verify 'Issued Date' value is updated successfully in 'License' data table
[2022-06-10 16:11:09,829]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:09,829] Qualifications 10 - Step 51: Verify 'Expiry Date' value is updated successfully in 'License' data table
[2022-06-10 16:11:09,898]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:09,903] Report-to 11 - Step 01: Open 'Report-to' tab at Side bar
[2022-06-10 16:11:11,446] Report-to 11 - Step 02: Click to 'Add' button at 'Supervisors' form
[2022-06-10 16:11:11,731] Report-to 11 - Step 03: Enter to 'Name' textbox with value is Peter Mac
[2022-06-10 16:11:11,796] Report-to 11 - Step 04: Select item in 'Reporting Method' dropdown with value is Other
[2022-06-10 16:11:12,074] Report-to 11 - Step 05: Enter to 'Please Specify' textbox with value is Email 248
[2022-06-10 16:11:12,148] Report-to 11 - Step 06: Click to 'Save' button at 'Supervisors' form
[2022-06-10 16:11:14,039] Report-to 11 - Step 07: Verify Success Message is displayed
[2022-06-10 16:11:14,040] Report-to 11 - Step 08: Verify 'Name' value is updated successfully in 'Supervisors' data table
[2022-06-10 16:11:14,105]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:14,105] Report-to 11 - Step 09: Verify 'Reporting Method' value is updated successfully in 'Supervisors' data table
[2022-06-10 16:11:14,165]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:14,165] Report-to 11 - Step 10: Click to 'Add' button at 'Subordinates' form
[2022-06-10 16:11:14,440] Report-to 11 - Step 11: Enter to 'Name' textbox with value is Linda Jane
[2022-06-10 16:11:14,559] Report-to 11 - Step 12: Select item in 'Reporting Method' dropdown with value is Other
[2022-06-10 16:11:14,837] Report-to 11 - Step 13: Enter to 'Please Specify' textbox with value is Skype408
[2022-06-10 16:11:14,914] Report-to 11 - Step 14: Click to 'Save' button at 'Subordinates' form
[2022-06-10 16:11:16,769] Report-to 11 - Step 15: Verify Success Message is displayed
[2022-06-10 16:11:16,770] Report-to 11 - Step 16: Verify 'Name' value is updated successfully in 'Subordinates' data table
[2022-06-10 16:11:16,826]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:16,826] Report-to 11 - Step 17: Verify 'Reporting Method' value is updated successfully in 'Subordinates' data table
[2022-06-10 16:11:16,886]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:16,890] Verification 12 - Step 01: Open 'Employee List' page
[2022-06-10 16:11:18,097] Verification 12 - Step 02: Enter to 'Employee Name' textbox with value is: John978 Wick
[2022-06-10 16:11:21,187] Verification 12 - Step 03: Click to 'Search' button
[2022-06-10 16:11:27,455] Verification 12 - Step 04: Verify Employee Information displayed at 'Result Table'
[2022-06-10 16:11:27,537]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:27,596]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:27,668]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:27,753]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:27,849]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:27,961]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:28,088]  -------------------------- PASSED -------------------------- 
[2022-06-10 16:11:28,092] Post-Condition: Close Browser 'firefox'
[2022-06-10 16:11:28,092] OS name = windows 10
[2022-06-10 16:11:28,092] Driver instance name = firefoxdriver: firefox on windows (85808886-5a80-41e8-9a68-2190ef793c49)
[2022-06-10 19:10:55,231] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-10 19:11:04,976] Pre-Condition - Step 02: Login with Admin Role
[2022-06-10 19:11:08,932] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-10 19:11:12,305] Report 11 - Step 02: Get the name of Supervisor
[2022-06-10 19:11:12,544] Report 11 - Step 03: Get the name of Subordinate
[2022-06-10 19:11:12,707] Add New 01 - Step 04: Click to 'Add' button
[2022-06-10 19:11:13,593] Add New 01 - Step 05: Enter to 'First Name' textbox with value is: Automation227
